,obs,action
560,"[[[1.0000000e+00 1.0000000e+00 0.0000000e+00 2.5000000e-01 0.0000000e+00]
  [1.0000000e+00 1.1009080e-01 2.2204460e-16 1.8788947e-03 0.0000000e+00]
  [1.0000000e+00 2.2004534e-01 3.3333334e-01 6.4232643e-03 0.0000000e+00]
  [1.0000000e+00 4.1902813e-01 6.6666669e-01 9.9622216e-03 0.0000000e+00]
  [1.0000000e+00 4.2739400e-01 0.0000000e+00 5.1695490e-03 0.0000000e+00]]]",[4]
561,"[[[1.0000000e+00 1.0000000e+00 0.0000000e+00 2.5000000e-01 0.0000000e+00]
  [1.0000000e+00 1.1087835e-01 2.2204460e-16 2.0999662e-03 0.0000000e+00]
  [1.0000000e+00 2.2262317e-01 3.3333334e-01 6.4762812e-03 0.0000000e+00]
  [1.0000000e+00 4.2305192e-01 6.6666669e-01 1.0197780e-02 0.0000000e+00]
  [1.0000000e+00 4.2945397e-01 0.0000000e+00 5.1235156e-03 0.0000000e+00]]]",[4]
562,"[[[1.0000000e+00 1.0000000e+00 0.0000000e+00 2.5000000e-01 0.0000000e+00]
  [1.0000000e+00 1.1175136e-01 2.2204460e-16 2.3030548e-03 0.0000000e+00]
  [1.0000000e+00 2.2522204e-01 3.3333334e-01 6.5283249e-03 0.0000000e+00]
  [1.0000000e+00 4.2716417e-01 6.6666669e-01 1.0398524e-02 0.0000000e+00]
  [1.0000000e+00 4.3149790e-01 0.0000000e+00 5.0921491e-03 0.0000000e+00]]]",[4]
563,"[[[1.0000000e+00 1.0000000e+00 0.0000000e+00 2.5000000e-01 0.0000000e+00]
  [1.0000000e+00 1.1270306e-01 2.2204460e-16 2.4907233e-03 0.0000000e+00]
  [1.0000000e+00 2.2784163e-01 3.3333334e-01 6.5798806e-03 0.0000000e+00]
  [1.0000000e+00 4.3135175e-01 6.6666669e-01 1.0568867e-02 0.0000000e+00]
  [1.0000000e+00 4.3353155e-01 0.0000000e+00 5.0749173e-03 0.0000000e+00]]]",[4]
564,"[[[1.0000000e+00 1.0000000e+00 0.0000000e+00 2.5000000e-01 0.0000000e+00]
  [1.0000000e+00 1.1372767e-01 2.2204460e-16 2.6652596e-03 0.0000000e+00]
  [1.0000000e+00 2.3048180e-01 3.3333334e-01 6.6313078e-03 0.0000000e+00]
  [1.0000000e+00 4.3556052e-01 0.0000000e+00 5.0712479e-03 0.0000000e+00]
  [1.0000000e+00 4.3560308e-01 6.6666669e-01 1.0712357e-02 0.0000000e+00]]]",[4]
565,"[[[1.0000000e+00 1.0000000e+00 0.0000000e+00 2.5000000e-01 0.0000000e+00]
  [1.0000000e+00 1.1482024e-01 2.2204460e-16 2.8286891e-03 0.0000000e+00]
  [1.0000000e+00 2.3314257e-01 3.3333334e-01 6.6828737e-03 0.0000000e+00]
  [1.0000000e+00 4.3759009e-01 0.0000000e+00 5.0805253e-03 0.0000000e+00]
  [1.0000000e+00 4.3990788e-01 6.6666669e-01 1.0831931e-02 0.0000000e+00]]]",[4]
566,"[[[1.         1.         0.         0.25       0.        ]
  [1.         0.11597665 0.         0.00298279 0.        ]
  [1.         0.235824   0.33333334 0.00673478 0.        ]
  [1.         0.43962538 0.         0.00510209 0.        ]
  [1.         0.444257   0.6666667  0.01093009 0.        ]]]",[4]
567,"[[[1.0000000e+00 1.0000000e+00 0.0000000e+00 2.5000000e-01 0.0000000e+00]
  [1.0000000e+00 1.1719340e-01 2.2204460e-16 3.1291230e-03 0.0000000e+00]
  [1.0000000e+00 2.3852628e-01 3.3333334e-01 6.7871679e-03 0.0000000e+00]
  [1.0000000e+00 4.4167116e-01 0.0000000e+00 5.1352661e-03 0.0000000e+00]
  [1.0000000e+00 4.4864225e-01 6.6666669e-01 1.1009012e-02 0.0000000e+00]]]",[4]
568,"[[[1.0000000e+00 1.0000000e+00 0.0000000e+00 2.5000000e-01 0.0000000e+00]
  [1.0000000e+00 1.1846762e-01 2.2204460e-16 3.2690382e-03 0.0000000e+00]
  [1.0000000e+00 2.4124961e-01 3.3333334e-01 6.8401522e-03 0.0000000e+00]
  [1.0000000e+00 4.4373199e-01 0.0000000e+00 5.1793447e-03 0.0000000e+00]
  [1.0000000e+00 4.5305625e-01 6.6666669e-01 1.1070635e-02 0.0000000e+00]]]",[4]
569,"[[[1.0000000e+00 1.0000000e+00 0.0000000e+00 2.5000000e-01 0.0000000e+00]
  [1.0000000e+00 1.1979694e-01 2.2204460e-16 3.4037109e-03 0.0000000e+00]
  [1.0000000e+00 2.4399424e-01 3.3333334e-01 6.8938066e-03 0.0000000e+00]
  [1.0000000e+00 4.4581211e-01 0.0000000e+00 5.2336208e-03 0.0000000e+00]
  [1.0000000e+00 4.5749232e-01 6.6666669e-01 1.1116702e-02 0.0000000e+00]]]",[4]
570,"[[[ 1.          0.7709141   0.33333334  0.3125      0.        ]
  [ 1.          0.10780192  0.         -0.04671966  0.        ]
  [ 1.          0.22099517  0.33333334 -0.03031     0.        ]
  [ 1.          0.32819277  0.33333334 -0.04397982  0.        ]
  [ 1.          0.44349185 -0.33333334 -0.0417933   0.        ]]]",[4]
571,"[[[ 1.          0.8839388   0.33333334  0.25823045  0.        ]
  [ 1.          0.09993215  0.          0.00120691  0.        ]
  [ 1.          0.20891012  0.33333334 -0.0442557   0.        ]
  [ 1.          0.3213844   0.33333334  0.00290619  0.        ]
  [ 1.          0.43528926 -0.33333334 -0.00547946  0.        ]]]",[4]
572,"[[[ 1.          0.98565394  0.33333334  0.25108385  0.        ]
  [ 1.          0.10140648  0.          0.00511697  0.        ]
  [ 1.          0.18929477  0.33333334 -0.0528411   0.        ]
  [ 1.          0.32312527  0.33333334  0.00423876  0.        ]
  [ 1.          0.43335927 -0.33333334 -0.00569309  0.        ]]]",[4]
573,"[[[ 1.          1.          0.33333334  0.25014272  0.        ]
  [ 1.          0.10335728  0.          0.00431034  0.        ]
  [ 1.          0.16822785  0.33333334 -0.05129646  0.        ]
  [ 1.          0.32433704  0.33333334  0.00140004  0.        ]
  [ 1.          0.4305318  -0.33333334 -0.00903446  0.        ]]]",[4]
574,"[[[ 1.0000000e+00  1.0000000e+00  3.3333334e-01  2.5001881e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.0491553e-01  0.0000000e+00  3.3325392e-03
    0.0000000e+00]
  [ 1.0000000e+00  1.4847015e-01  3.3333334e-01 -4.6129744e-02
    0.0000000e+00]
  [ 1.0000000e+00  3.2468227e-01  3.3333334e-01  4.0063617e-04
    0.0000000e+00]
  [ 1.0000000e+00  4.2649475e-01 -3.3333334e-01 -1.1483527e-02
    0.0000000e+00]]]",[4]
575,"[[[ 1.0000000e+00  1.0000000e+00  3.3333334e-01  2.5000247e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.0613346e-01  0.0000000e+00  2.6735435e-03
    0.0000000e+00]
  [ 1.0000000e+00  1.3101250e-01  3.3333334e-01 -3.9849523e-02
    0.0000000e+00]
  [ 1.0000000e+00  3.2484999e-01  3.3333334e-01  5.9312489e-04
    0.0000000e+00]
  [ 1.0000000e+00  4.2161614e-01 -3.3333334e-01 -1.3149856e-02
    0.0000000e+00]]]",[4]
576,"[[[ 1.          1.          0.33333334  0.25000033  0.        ]
  [ 1.          0.10713107  0.          0.00226505  0.        ]
  [ 1.          0.11607422  0.33333334 -0.03368486  0.        ]
  [ 1.          0.32518154  0.33333334  0.00122155  0.        ]
  [ 1.          0.41614756 -0.33333334 -0.01439953  0.        ]]]",[4]
577,"[[[ 1.          1.          0.33333334  0.25000003  0.        ]
  [ 1.          0.1035073   0.33333334 -0.02817269  0.        ]
  [ 1.          0.10799374  0.          0.00201994  0.        ]
  [ 1.          0.3257825   0.33333334  0.00191761  0.        ]
  [ 1.          0.41021246 -0.33333334 -0.01547811  0.        ]]]",[4]
578,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.0930157   0.33333334 -0.02347971  0.        ]
  [ 1.          0.10877658  0.          0.00187941  0.        ]
  [ 1.          0.32665262  0.33333334  0.00254173  0.        ]
  [ 1.          0.403854   -0.33333334 -0.01652592  0.        ]]]",[4]
579,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.08427107  0.33333334 -0.01958561  0.        ]
  [ 1.          0.1095149   0.          0.0018061   0.        ]
  [ 1.          0.3277559   0.33333334  0.00306266  0.        ]
  [ 1.          0.39707187 -0.33333334 -0.01761003  0.        ]]]",[4]
580,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.07696864  0.33333334 -0.01638908  0.        ]
  [ 1.          0.11023148  0.          0.00177646  0.        ]
  [ 1.          0.32905212  0.33333334  0.00349101  0.        ]
  [ 1.          0.38984743 -0.33333334 -0.01874778  0.        ]]]",[4]
581,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.07084902  0.33333334 -0.01376655  0.        ]
  [ 1.          0.11094119  0.          0.00177566  0.        ]
  [ 1.          0.33050764  0.33333334  0.00384825  0.        ]
  [ 1.          0.3821609  -0.33333334 -0.01992389  0.        ]]]",[4]
582,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.0657018   0.33333334 -0.01160112  0.        ]
  [ 1.          0.11165393  0.          0.0017944   0.        ]
  [ 1.          0.3320973   0.33333334  0.0041546   0.        ]
  [ 1.          0.374002   -0.33333334 -0.02110387  0.        ]]]",[4]
583,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.0613606   0.33333334 -0.00979384  0.        ]
  [ 1.          0.11237652  0.          0.00182688  0.        ]
  [ 1.          0.33380342  0.33333334  0.0044256   0.        ]
  [ 1.          0.36537597 -0.33333334 -0.02224469  0.        ]]]",[4]
584,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.05769541  0.33333334 -0.00826584  0.        ]
  [ 1.          0.11311381  0.          0.00186948  0.        ]
  [ 1.          0.33561376  0.33333334  0.00467211  0.        ]
  [ 1.          0.35630548 -0.33333334 -0.02330295  0.        ]]]",[4]
585,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.05460478  0.33333334 -0.00695626  0.        ]
  [ 1.          0.11386944  0.          0.00191991  0.        ]
  [ 1.          0.33751974  0.33333334  0.00490133  0.        ]
  [ 1.          0.3468299  -0.33333334 -0.02424063  0.        ]]]",[4]
586,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.05200914  0.33333334 -0.00581896  0.        ]
  [ 1.          0.1146463   0.          0.00197665  0.        ]
  [ 1.          0.3370024  -0.33333334 -0.02502874  0.        ]
  [ 1.          0.33951527  0.33333334  0.00511791  0.        ]]]",[4]
587,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.04984546  0.33333334 -0.00481916  0.        ]
  [ 1.          0.11544673  0.          0.0020387   0.        ]
  [ 1.          0.32688612 -0.33333334 -0.02564876  0.        ]
  [ 1.          0.3415958   0.33333334  0.00532477  0.        ]]]",[4]
588,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.04806318  0.33333334 -0.00393059  0.        ]
  [ 1.          0.11627273  0.          0.00210531  0.        ]
  [ 1.          0.31654993 -0.33333334 -0.02609269  0.        ]
  [ 1.          0.34375778  0.33333334  0.00552377  0.        ]]]",[4]
589,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.04662116  0.33333334 -0.0031333   0.        ]
  [ 1.          0.11712604  0.          0.00217592  0.        ]
  [ 1.          0.3060643  -0.33333334 -0.02636179  0.        ]
  [ 1.          0.34599826  0.33333334  0.00571612  0.        ]]]",[4]
590,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.04548548  0.33333334 -0.00241195  0.        ]
  [ 1.          0.11800816  0.          0.00225005  0.        ]
  [ 1.          0.29549798 -0.33333334 -0.02646479  0.        ]
  [ 1.          0.34831473  0.33333334  0.00590259  0.        ]]]",[4]
591,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.04462776  0.33333334 -0.0017546   0.        ]
  [ 1.          0.11892045  0.          0.00232729  0.        ]
  [ 1.          0.28491533 -0.33333334 -0.02641577  0.        ]
  [ 1.          0.3507049   0.33333334  0.00608373  0.        ]]]",[4]
592,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.04402398  0.33333334 -0.00115183  0.        ]
  [ 1.          0.11986408  0.          0.00240728  0.        ]
  [ 1.          0.2743744  -0.33333334 -0.0262321   0.        ]
  [ 1.          0.35316676  0.33333334  0.00625994  0.        ]]]",[4]
593,"[[[ 1.0000000e+00  1.0000000e+00  3.3333334e-01  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  4.3653563e-02  3.3333334e-01 -5.9611583e-04
    0.0000000e+00]
  [ 1.0000000e+00  1.2084010e-01  0.0000000e+00  2.4896918e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.6392606e-01 -3.3333334e-01 -2.5932709e-02
    0.0000000e+00]
  [ 1.0000000e+00  3.5569832e-01  3.3333334e-01  6.4315107e-03
    0.0000000e+00]]]",[4]
594,"[[[ 1.0000000e+00  1.0000000e+00  3.3333334e-01  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  4.3498706e-02  3.3333334e-01 -8.1326369e-05
    0.0000000e+00]
  [ 1.0000000e+00  1.2184944e-01  0.0000000e+00  2.5742133e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.5361353e-01 -3.3333334e-01 -2.5536641e-02
    0.0000000e+00]
  [ 1.0000000e+00  3.5829782e-01  3.3333334e-01  6.5986929e-03
    0.0000000e+00]]]",[4]
595,"[[[ 1.0000000e+00  1.0000000e+00  3.3333334e-01  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  4.3543875e-02  3.3333334e-01  3.9756228e-04
    0.0000000e+00]
  [ 1.0000000e+00  1.2289289e-01  0.0000000e+00  2.6605651e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.4347259e-01 -3.3333334e-01 -2.5062058e-02
    0.0000000e+00]
  [ 1.0000000e+00  3.6096349e-01  3.3333334e-01  6.7616962e-03
    0.0000000e+00]]]",[4]
596,"[[[ 1.00000000e+00  1.00000000e+00  3.33333343e-01  2.50000000e-01
    0.00000000e+00]
  [ 1.00000000e+00  4.37754020e-02  3.33333343e-01  8.44732043e-04
    0.00000000e+00]
  [ 1.00000000e+00  1.23971134e-01  0.00000000e+00  2.74848659e-03
    0.00000000e+00]
  [ 1.00000000e+00  2.33531862e-01 -3.33333343e-01 -2.45255921e-02
    0.00000000e+00]
  [ 1.00000000e+00  3.63693744e-01  3.33333343e-01  6.92070415e-03
    0.00000000e+00]]]",[4]
597,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.04418118  0.33333334  0.0012637   0.        ]
  [ 1.          0.12508477  0.          0.00283774  0.        ]
  [ 1.          0.22381371 -0.33333334 -0.02394199  0.        ]
  [ 1.          0.36648697  0.33333334  0.00707588  0.        ]]]",[4]
598,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.04475043  0.33333334  0.00165744  0.        ]
  [ 1.          0.1262343   0.          0.00292809  0.        ]
  [ 1.          0.21433488 -0.33333334 -0.02332398  0.        ]
  [ 1.          0.3693417   0.33333334  0.00722739  0.        ]]]",[4]
599,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.04547346  0.33333334  0.00202852  0.        ]
  [ 1.          0.1274201   0.          0.00301935  0.        ]
  [ 1.          0.20510735 -0.33333334 -0.02268232  0.        ]
  [ 1.          0.37225643  0.33333334  0.00737536  0.        ]]]",[4]
600,"[[[ 1.          0.75673664  0.33333334  0.3125      0.        ]
  [ 1.          0.1311292  -0.33333334 -0.01823499  0.        ]
  [ 1.          0.2561813   0.33333334 -0.04786929  0.        ]
  [ 1.          0.37111408 -0.33333334 -0.04413796  0.        ]
  [ 1.          0.5009572  -0.33333334 -0.02400977  0.        ]]]",[4]
601,"[[[ 1.0000000e+00  8.6976135e-01  3.3333334e-01  2.5823045e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.2928304e-01 -3.3333334e-01 -2.2528181e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.4798046e-01  3.3333334e-01  7.8613765e-04
    0.0000000e+00]
  [ 1.0000000e+00  3.5510564e-01 -3.3333334e-01 -4.6052363e-02
    0.0000000e+00]
  [ 1.0000000e+00  4.9092445e-01 -2.5636476e-01 -5.1558848e-02
    8.0029361e-02]]]",[4]
602,"[[[ 1.          0.9714765   0.33333334  0.25108385  0.        ]
  [ 1.          0.12517568 -0.33333334 -0.0227033   0.        ]
  [ 1.          0.2493658   0.33333334  0.00514958  0.        ]
  [ 1.          0.33322784 -0.33333334 -0.0522171   0.        ]
  [ 1.          0.47544265 -0.02223859 -0.02219446  0.00949653]]]",[4]
603,"[[[ 1.0000000e+00  1.0000000e+00  3.3333334e-01  2.5014272e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.1393493e-01 -3.3333334e-01 -3.4061555e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.5136283e-01  3.3333334e-01  4.4296468e-03
    0.0000000e+00]
  [ 1.0000000e+00  3.1491652e-01 -3.3333334e-01 -3.7897501e-02
    0.0000000e+00]
  [ 1.0000000e+00  4.6896440e-01 -1.5521358e-03 -1.1712844e-02
    6.6540798e-04]]]",[4]
604,"[[[ 1.0000000e+00  1.0000000e+00  3.3333334e-01  2.5001881e-01
    0.0000000e+00]
  [ 1.0000000e+00  9.9561110e-02 -3.3333334e-01 -3.7662078e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.5292411e-01  3.3333334e-01  3.1477590e-03
    0.0000000e+00]
  [ 1.0000000e+00  3.0129161e-01 -3.3333334e-01 -2.8944246e-02
    0.0000000e+00]
  [ 1.0000000e+00  4.6499932e-01 -1.0443346e-04 -7.5543537e-03
    4.5032699e-05]]]",[4]
605,"[[[ 1.0000000e+00  1.0000000e+00  3.3333334e-01  2.5000247e-01
    0.0000000e+00]
  [ 1.0000000e+00  8.4466390e-02 -3.3333334e-01 -3.7312787e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.5401545e-01  3.3333334e-01  2.1721649e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.9076824e-01 -3.3333334e-01 -2.2850426e-02
    0.0000000e+00]
  [ 1.0000000e+00  4.6237400e-01 -6.8492632e-06 -5.3991899e-03
    2.9601649e-06]]]",[4]
606,"[[[ 1.0000000e+00  1.0000000e+00  3.3333334e-01  2.5000033e-01
    0.0000000e+00]
  [ 1.0000000e+00  6.9856942e-02 -3.3333334e-01 -3.5109263e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.5477195e-01  3.3333334e-01  1.5274798e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.8233233e-01 -3.3333334e-01 -1.8762710e-02
    0.0000000e+00]
  [ 1.0000000e+00  4.6039665e-01 -4.4392681e-07 -4.4206064e-03
    1.9204413e-07]]]",[4]
607,"[[[ 1.0000000e+00  1.0000000e+00  3.3333334e-01  2.5000003e-01
    0.0000000e+00]
  [ 1.0000000e+00  5.6269329e-02 -3.3333334e-01 -3.2188229e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.5531209e-01  3.3333334e-01  1.1238571e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.7531362e-01 -3.3333334e-01 -1.5910922e-02
    0.0000000e+00]
  [ 1.0000000e+00  4.5870626e-01 -2.8624557e-08 -4.0063406e-03
    1.2387779e-08]]]",[4]
608,"[[[ 1.0000000e+00  1.0000000e+00  3.3333334e-01  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  4.3884374e-02 -3.3333334e-01 -2.9132443e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.5571844e-01  3.3333334e-01  8.7891548e-04
    0.0000000e+00]
  [ 1.0000000e+00  2.6930559e-01 -3.3333334e-01 -1.3796431e-02
    0.0000000e+00]
  [ 1.0000000e+00  4.5713580e-01 -1.8417973e-09 -3.8350457e-03
    7.9719498e-10]]]",[4]
609,"[[[ 1.0000000e+00  1.0000000e+00  3.3333334e-01  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  3.2704517e-02 -3.3333334e-01 -2.6219785e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.5604430e-01  3.3333334e-01  7.3366670e-04
    0.0000000e+00]
  [ 1.0000000e+00  2.6406428e-01 -3.3333334e-01 -1.2135945e-02
    0.0000000e+00]
  [ 1.0000000e+00  4.5561582e-01 -1.1840007e-10 -3.7583660e-03
    5.1251892e-11]]]",[4]
610,"[[[ 1.0000000e+00  1.0000000e+00  3.3333334e-01  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  2.2650328e-02 -3.3333334e-01 -2.3566226e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.5632280e-01  3.3333334e-01  6.4942025e-04
    0.0000000e+00]
  [ 1.0000000e+00  2.5943503e-01 -3.3333334e-01 -1.0779976e-02
    0.0000000e+00]
  [ 1.0000000e+00  4.5411965e-01 -7.6080253e-12 -3.7180912e-03
    3.2933656e-12]]]",[4]
611,"[[[ 1.00000000e+00  1.00000000e+00  3.33333343e-01  2.50000000e-01
    0.00000000e+00]
  [ 1.00000000e+00  1.36110205e-02 -3.33333343e-01 -2.12050918e-02
    0.00000000e+00]
  [ 1.00000000e+00  2.55310446e-01 -3.33333343e-01 -9.64773074e-03
    0.00000000e+00]
  [ 1.00000000e+00  2.56574064e-01  3.33333343e-01  6.02039392e-04
    0.00000000e+00]
  [ 1.00000000e+00  4.52636451e-01 -4.88831198e-13 -3.69574595e-03
    2.11608508e-13]]]",[4]
612,"[[[ 1.00000000e+00  1.00000000e+00  3.33333343e-01  2.50000000e-01
    0.00000000e+00]
  [ 1.00000000e+00  5.46988379e-03 -3.33333343e-01 -1.91294681e-02
    0.00000000e+00]
  [ 1.00000000e+00  2.51609623e-01 -3.33333343e-01 -8.68946873e-03
    0.00000000e+00]
  [ 1.00000000e+00  2.56810337e-01  3.33333343e-01  5.76994033e-04
    0.00000000e+00]
  [ 1.00000000e+00  4.51159984e-01 -3.14193116e-14 -3.68691585e-03
    1.37667655e-14]]]",[4]
613,"[[[ 1.0000000e+00  1.0000000e+00  3.3333334e-01  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00 -1.8836369e-03 -3.3333334e-01 -1.7314348e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.4826899e-01 -3.3333334e-01 -7.8692893e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.5703898e-01  3.3333334e-01  5.6577165e-04
    0.0000000e+00]
  [ 1.0000000e+00  4.4968501e-01 -1.8873791e-15 -3.6904097e-03
    8.8817842e-16]]]",[4]
614,"[[[ 1.0000000e+00  1.0000000e+00  3.3333334e-01  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00 -8.5487831e-03 -3.3333334e-01 -1.5728151e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.4523808e-01 -3.3333334e-01 -7.1587069e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.5726470e-01  3.3333334e-01  5.6348031e-04
    0.0000000e+00]
  [ 1.0000000e+00  4.4820687e-01 -1.1102230e-16 -3.7047719e-03
    2.2204460e-16]]]",[4]
615,"[[[ 1.00000000e+00  1.00000000e+00  3.33333343e-01  2.50000000e-01
    0.00000000e+00]
  [ 1.00000000e+00 -1.46119250e-02 -3.33333343e-01 -1.43386265e-02
    0.00000000e+00]
  [ 1.00000000e+00  2.42476895e-01 -3.33333343e-01 -6.53457735e-03
    0.00000000e+00]
  [ 1.00000000e+00  2.57490546e-01  3.33333343e-01  5.67334821e-04
    0.00000000e+00]
  [ 1.00000000e+00  4.46721524e-01 -1.11022302e-16 -3.72777483e-03
    2.22044605e-16]]]",[4]
616,"[[[ 1.0000000e+00  1.0000000e+00  3.3333334e-01  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00 -2.0146830e-02 -3.3333334e-01 -1.3115766e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.3995398e-01 -3.3333334e-01 -5.9783268e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.5771868e-01  3.3333334e-01  5.7573977e-04
    0.0000000e+00]
  [ 1.0000000e+00  4.4522592e-01 -1.1102230e-16 -3.7567997e-03
    2.2204460e-16]]]",[4]
